Gender,Age,Annual Income,Income Type,Employment Duration,Education Level,Marital Status,Occupation,Number of Children,Housing Type,Credit History,Loan Amount,Existing Loan Balance,Number of Credit Inquiries,Monthly Income,Employment Status,Approved
Female,58.3,116116.39,Commercial associate,38.5,Secondary / secondary special,Separated,Realty agents,0,House / apartment,Good,273126.01,0.0,0,9676.37,Employed,1
Female,49.0,42458.24,Commercial associate,9.7,Secondary / secondary special,Married,Low-skill Laborers,1,House / apartment,Good,104893.85,65792.75,1,3538.19,Employed,0
Female,22.7,56594.35,Working,0.5,Secondary / secondary special,Separated,Drivers,0,House / apartment,Bad,109320.33,16628.44,0,4716.2,Employed,0
Female,44.1,47917.87,Commercial associate,13.8,Higher education,Married,Core staff,0,House / apartment,Good,70776.92,50155.54,1,3993.16,Employed,1
Female,45.6,39651.41,Working,1.6,Higher education,Civil marriage,Cleaning staff,1,House / apartment,Good,75966.68,2860.57,1,3304.28,Employed,1
Female,27.4,36867.42,Working,1.0,Secondary / secondary special,Married,Realty agents,0,House / apartment,Bad,27863.2,8942.26,0,3072.29,Employed,0
Female,71.9,57800.6,Commercial associate,0.0,Higher education,Married,High skill tech staff,0,House / apartment,Bad,45121.88,10035.39,0,4816.72,Retired,0
Female,66.4,22957.8,Working,0.0,Secondary / secondary special,Married,Cooking staff,2,House / apartment,Good,38349.6,1967.5,2,1913.15,Retired,1
Male,56.1,71345.5,Pensioner,0.0,Incomplete higher,Single / not married,IT staff,2,House / apartment,Good,156418.26,0.0,1,5945.46,Retired,1
Male,44.4,39811.17,Working,5.8,Secondary / secondary special,Married,Cleaning staff,1,House / apartment,Good,96643.32,92140.42,0,3317.6,Employed,1
Male,41.5,27860.5,Pensioner,0.0,Lower secondary,Married,IT staff,0,House / apartment,Good,25609.46,29274.74,0,2321.71,Retired,0
Female,55.1,39143.65,Working,17.2,Lower secondary,Married,Managers,3,House / apartment,Good,78746.41,7702.78,4,3261.97,Employed,0
Female,49.1,91910.87,Working,13.5,Secondary / secondary special,Married,Waiters/barmen staff,0,House / apartment,Good,197026.94,106672.02,0,7659.24,Employed,1
Female,21.5,37508.86,Working,2.8,Higher education,Married,Managers,1,House / apartment,Good,59849.73,6412.51,0,3125.74,Employed,1
Male,47.2,58643.19,State servant,21.6,Secondary / secondary special,Married,Waiters/barmen staff,0,With parents,Good,54785.68,10495.35,1,4886.93,Employed,1
Male,64.0,34013.81,Working,17.1,Secondary / secondary special,Married,Managers,0,House / apartment,Good,53939.53,1867.28,1,2834.48,Employed,1
Male,44.2,71607.92,Working,8.7,Higher education,Married,High skill tech staff,1,House / apartment,Good,107603.6,0.0,0,5967.33,Employed,1
Male,21.0,69061.58,Working,0.9,Secondary / secondary special,Married,Security staff,1,House / apartment,Good,107436.42,105503.21,0,5755.13,Employed,0
Female,62.8,123538.04,Commercial associate,31.0,Higher education,Married,Private service staff,0,House / apartment,Good,195959.07,55330.48,0,10294.84,Employed,1
Male,29.5,44901.12,Working,0.6,Incomplete higher,Married,Medicine staff,0,House / apartment,Good,95771.38,0.0,1,3741.76,Employed,1
Male,32.7,68482.08,Working,0.2,Higher education,Separated,Managers,0,House / apartment,Good,34802.29,36887.72,0,5706.84,Employed,1
Female,27.4,51484.38,Working,7.5,Higher education,Married,Drivers,0,House / apartment,Good,50532.2,0.0,1,4290.37,Employed,1
Male,36.8,93707.72,Working,9.0,Higher education,Separated,High skill tech staff,1,House / apartment,Good,141161.7,15043.46,4,7808.98,Employed,1
Female,61.1,34220.62,Working,5.2,Lower secondary,Single / not married,Drivers,0,House / apartment,Good,26691.63,4061.13,3,2851.72,Employed,1
Female,47.6,71146.94,Working,7.0,Secondary / secondary special,Married,Medicine staff,0,House / apartment,Good,174136.95,0.0,1,5928.91,Employed,1
Male,29.7,44473.61,Commercial associate,10.9,Secondary / secondary special,Married,Security staff,0,House / apartment,Good,32535.14,0.0,1,3706.13,Employed,1
Female,68.0,47472.5,Working,0.0,Secondary / secondary special,Single / not married,Secretaries,0,House / apartment,Good,58253.95,0.0,2,3956.04,Retired,1
Female,68.1,51322.07,Working,0.0,Secondary / secondary special,Married,Managers,1,House / apartment,Bad,113199.87,0.0,2,4276.84,Retired,0
Female,67.6,55610.1,Working,0.0,Higher education,Married,Security staff,1,House / apartment,Good,16246.65,1071.93,2,4634.18,Retired,1
Male,31.6,46253.18,State servant,11.7,Secondary / secondary special,Single / not married,Accountants,0,House / apartment,Good,95727.95,0.0,0,3854.43,Employed,1
Female,43.7,54576.39,State servant,18.3,Secondary / secondary special,Married,Medicine staff,0,House / apartment,Good,80250.22,0.0,0,4548.03,Employed,1
Female,74.1,107910.67,Pensioner,0.0,Secondary / secondary special,Civil marriage,Secretaries,1,House / apartment,Good,19027.34,14352.81,6,8992.56,Retired,1
Male,62.0,80235.78,Working,19.3,Secondary / secondary special,Married,Secretaries,0,House / apartment,Good,181893.79,80839.89,4,6686.32,Employed,1
Male,19.5,75703.32,Working,0.8,Incomplete higher,Single / not married,Drivers,0,House / apartment,Good,14691.93,0.0,1,6308.61,Employed,1
Female,21.7,39035.64,Working,3.6,Higher education,Married,Accountants,0,House / apartment,Good,52172.01,0.0,7,3252.97,Employed,1
Female,44.4,31425.65,Working,25.5,Lower secondary,Married,High skill tech staff,0,House / apartment,Good,6840.58,4714.1,2,2618.8,Employed,1
Male,69.8,79035.33,Working,0.0,Higher education,Married,IT staff,0,House / apartment,Good,21409.11,22661.79,1,6586.28,Retired,1
Female,48.7,75964.65,Commercial associate,6.6,Secondary / secondary special,Married,Cooking staff,2,House / apartment,Good,169347.26,86078.12,0,6330.39,Employed,1
Male,46.4,102368.6,Pensioner,0.0,Secondary / secondary special,Civil marriage,Cleaning staff,1,House / apartment,Good,198388.44,0.0,1,8530.72,Retired,1
Male,24.0,36243.3,Pensioner,0.0,Secondary / secondary special,Married,Secretaries,1,Municipal apartment,Good,20755.04,0.0,1,3020.27,Retired,1
Male,55.4,43705.34,Working,30.4,Secondary / secondary special,Single / not married,Cooking staff,0,House / apartment,Good,69453.17,11754.48,7,3642.11,Employed,0
Male,64.9,21595.88,Commercial associate,7.9,Secondary / secondary special,Married,Cleaning staff,1,House / apartment,Good,43347.92,26255.24,1,1799.66,Employed,0
Male,39.7,40286.21,Working,4.6,Secondary / secondary special,Married,Sales staff,2,House / apartment,Good,90040.38,18869.41,2,3357.18,Employed,1
Male,62.2,80683.17,Working,27.0,Secondary / secondary special,Married,Sales staff,1,House / apartment,Good,98751.08,54492.29,2,6723.6,Employed,1
Female,73.0,38822.39,Commercial associate,0.0,Secondary / secondary special,Married,Realty agents,0,House / apartment,Good,87505.65,27776.0,0,3235.2,Retired,1
Male,29.6,67524.1,Working,4.7,Secondary / secondary special,Married,Cleaning staff,1,House / apartment,Good,89053.5,0.0,0,5627.01,Employed,1
Male,47.8,44566.98,Working,27.8,Higher education,Married,Realty agents,0,Rented apartment,Good,78070.08,29314.54,1,3713.91,Employed,1
Female,34.4,57643.25,Working,1.5,Secondary / secondary special,Single / not married,Secretaries,1,House / apartment,Good,141206.98,122599.69,0,4803.6,Employed,0
Male,63.2,27616.1,Commercial associate,20.5,Secondary / secondary special,Single / not married,Accountants,0,House / apartment,Good,18400.18,14774.33,1,2301.34,Employed,1
Female,50.9,51154.45,Commercial associate,30.2,Secondary / secondary special,Married,Cooking staff,2,House / apartment,Bad,25804.92,0.0,0,4262.87,Employed,0
Male,54.2,15000.0,Working,32.7,Secondary / secondary special,Married,Cooking staff,1,House / apartment,Good,13812.68,266.48,0,1250.0,Employed,1
Male,63.5,44647.43,Pensioner,0.0,Secondary / secondary special,Married,Low-skill Laborers,0,House / apartment,Good,22080.73,0.0,0,3720.62,Retired,1
Male,40.6,21693.4,Working,3.5,Higher education,Married,Secretaries,0,House / apartment,Bad,16964.04,0.0,0,1807.78,Employed,0
Male,70.2,89589.85,Working,0.0,Higher education,Married,Realty agents,0,House / apartment,Good,168712.44,13438.2,0,7465.82,Retired,1
Male,48.4,72308.99,Commercial associate,11.1,Higher education,Married,Managers,0,House / apartment,Bad,90101.17,0.0,5,6025.75,Employed,0
Male,27.0,61903.72,Commercial associate,5.6,Secondary / secondary special,Separated,IT staff,0,With parents,Good,61909.85,681.63,0,5158.64,Employed,1
Male,57.7,104872.76,State servant,6.3,Secondary / secondary special,Single / not married,Sales staff,0,House / apartment,Good,103293.13,69426.02,3,8739.4,Employed,1
Male,63.2,30501.82,Working,38.7,Lower secondary,Married,Core staff,0,House / apartment,Good,17290.63,643.86,5,2541.82,Employed,0
Male,36.1,117439.85,Commercial associate,16.5,Secondary / secondary special,Married,Managers,3,House / apartment,Bad,137849.43,0.0,3,9786.65,Employed,0
Male,66.9,78127.37,Commercial associate,0.0,Higher education,Married,Laborers,0,With parents,Bad,124935.46,101220.13,1,6510.61,Retired,0
Male,69.7,43552.5,Pensioner,0.0,Incomplete higher,Single / not married,Secretaries,0,House / apartment,Good,18900.55,0.0,2,3629.37,Retired,1
Female,33.8,86492.25,Working,2.6,Incomplete higher,Married,Laborers,0,House / apartment,Good,210587.08,200586.12,0,7207.69,Employed,0
Female,74.1,28193.68,Commercial associate,0.0,Secondary / secondary special,Married,High skill tech staff,0,Municipal apartment,Good,32813.92,0.0,0,2349.47,Retired,1
Male,26.0,32459.32,Working,1.0,Secondary / secondary special,Single / not married,Accountants,0,House / apartment,Good,77094.33,23322.31,3,2704.94,Employed,1
Female,29.5,36159.87,Working,1.0,Lower secondary,Married,Private service staff,1,House / apartment,Bad,15302.18,9883.13,0,3013.32,Employed,0
Female,28.5,37628.28,Working,9.5,Secondary / secondary special,Married,Laborers,0,House / apartment,Good,73048.47,0.0,5,3135.69,Employed,1
Male,69.0,28903.59,Working,0.0,Incomplete higher,Married,Accountants,1,House / apartment,Good,45735.06,53033.2,1,2408.63,Retired,1
Female,55.3,90358.61,Working,7.2,Higher education,Married,Low-skill Laborers,2,Rented apartment,Bad,186875.5,67382.6,0,7529.88,Employed,0
Female,26.7,43069.6,Pensioner,0.0,Higher education,Married,Private service staff,0,House / apartment,Bad,66397.27,47734.43,0,3589.13,Retired,0
Male,43.1,58469.03,Working,10.4,Secondary / secondary special,Married,Private service staff,0,House / apartment,Good,140957.6,0.0,2,4872.42,Employed,1
Male,53.1,36857.87,Commercial associate,15.7,Secondary / secondary special,Married,Low-skill Laborers,0,With parents,Good,59143.47,0.0,1,3071.49,Employed,1
Female,22.8,19726.11,Working,2.8,Secondary / secondary special,Married,Waiters/barmen staff,1,House / apartment,Bad,39117.86,18905.78,2,1643.84,Employed,0
Female,68.3,56107.72,Working,0.0,Lower secondary,Single / not married,Private service staff,0,House / apartment,Good,123784.64,0.0,0,4675.64,Retired,1
Male,63.8,18842.54,Working,2.9,Secondary / secondary special,Married,Private service staff,1,House / apartment,Good,34199.22,20067.89,0,1570.21,Employed,1
Male,46.8,47367.09,Working,6.5,Higher education,Married,High skill tech staff,1,House / apartment,Good,64332.47,12481.32,0,3947.26,Employed,1
Male,73.1,24731.73,Working,0.0,Secondary / secondary special,Single / not married,Cooking staff,1,House / apartment,Bad,18666.55,14924.16,0,2060.98,Retired,0
Female,41.8,132407.29,Working,22.2,Secondary / secondary special,Single / not married,Security staff,0,With parents,Good,284779.26,75279.93,0,11033.94,Employed,1
Female,74.1,77317.95,Working,0.0,Higher education,Single / not married,Core staff,0,House / apartment,Good,96909.37,105290.84,0,6443.16,Retired,1
Male,56.1,51682.62,Working,34.6,Secondary / secondary special,Married,Accountants,1,House / apartment,Good,82159.85,20779.9,0,4306.89,Employed,1
Male,54.2,92212.72,Working,28.3,Secondary / secondary special,Married,Security staff,2,House / apartment,Bad,26754.94,5678.99,2,7684.39,Employed,0
Female,27.5,32107.41,Working,0.2,Secondary / secondary special,Single / not married,Private service staff,3,House / apartment,Good,41535.53,0.0,1,2675.62,Employed,1
Male,68.3,64327.32,Working,0.0,Secondary / secondary special,Single / not married,Drivers,2,House / apartment,Good,114218.19,0.0,0,5360.61,Retired,1
Male,42.4,54171.23,State servant,8.0,Secondary / secondary special,Married,Laborers,1,House / apartment,Good,81352.87,0.0,1,4514.27,Employed,1
Female,27.2,55938.61,Pensioner,0.0,Lower secondary,Civil marriage,Secretaries,1,Rented apartment,Bad,65813.54,5066.95,1,4661.55,Retired,0
Female,18.7,92612.25,Commercial associate,0.5,Secondary / secondary special,Married,Medicine staff,1,House / apartment,Good,58922.28,36320.27,1,7717.69,Employed,1
Female,49.9,70703.2,Working,8.8,Secondary / secondary special,Widow,Laborers,0,House / apartment,Good,59617.53,26562.17,1,5891.93,Employed,1
Female,48.1,56633.83,Commercial associate,27.3,Secondary / secondary special,Civil marriage,Realty agents,1,House / apartment,Bad,100893.09,52276.55,0,4719.49,Employed,0
Male,59.0,21430.2,Pensioner,0.0,Secondary / secondary special,Single / not married,Low-skill Laborers,0,House / apartment,Good,13673.7,13477.93,0,1785.85,Retired,1
Male,68.7,30332.56,Commercial associate,0.0,Higher education,Separated,Laborers,0,House / apartment,Good,48293.79,28474.15,0,2527.71,Retired,1
Female,22.5,46103.56,Working,2.9,Higher education,Single / not married,Drivers,1,House / apartment,Bad,69863.97,41439.28,0,3841.96,Employed,0
Male,59.7,51363.66,Commercial associate,2.9,Secondary / secondary special,Married,Realty agents,0,House / apartment,Good,124762.43,0.0,1,4280.3,Employed,1
Male,28.7,27858.63,Pensioner,0.0,Secondary / secondary special,Married,HR staff,0,With parents,Good,6849.78,0.0,3,2321.55,Retired,1
Male,66.9,163707.79,Working,0.0,Secondary / secondary special,Married,Cooking staff,0,House / apartment,Good,58852.01,15082.33,0,13642.32,Retired,1
Male,64.7,104631.2,Commercial associate,36.4,Higher education,Married,Managers,2,House / apartment,Good,137548.2,40720.66,2,8719.27,Employed,1
Male,48.8,66241.28,Working,29.5,Secondary / secondary special,Single / not married,Laborers,1,House / apartment,Good,90423.56,71067.29,2,5520.11,Employed,1
Male,58.5,50818.64,Working,3.1,Secondary / secondary special,Married,Medicine staff,0,House / apartment,Good,9951.63,0.0,0,4234.89,Employed,1
Male,35.9,44085.91,Working,9.5,Higher education,Married,Drivers,0,House / apartment,Bad,91789.2,75991.87,3,3673.83,Employed,0
Male,44.9,30456.08,Commercial associate,8.1,Higher education,Married,Core staff,0,House / apartment,Good,39207.21,26624.35,0,2538.01,Employed,1
Female,64.8,50957.14,Working,15.7,Incomplete higher,Civil marriage,IT staff,0,House / apartment,Good,47489.26,0.0,3,4246.43,Employed,1
Female,44.2,55763.58,Working,4.7,Incomplete higher,Married,Accountants,0,House / apartment,Good,48249.39,5012.42,0,4646.97,Employed,1
Female,38.4,26347.26,Working,11.8,Higher education,Married,IT staff,1,House / apartment,Good,57104.46,61694.21,0,2195.61,Employed,1
Female,46.2,57935.65,Working,27.0,Secondary / secondary special,Married,High skill tech staff,0,House / apartment,Good,33148.4,29543.31,1,4827.97,Employed,1
Female,65.2,45359.3,Working,0.0,Secondary / secondary special,Single / not married,Secretaries,0,House / apartment,Good,21999.37,5127.7,3,3779.94,Retired,1
Male,37.1,18884.49,Commercial associate,9.6,Lower secondary,Married,Drivers,0,House / apartment,Good,11550.29,10469.94,0,1573.71,Employed,1
Female,27.9,31882.34,Commercial associate,0.8,Secondary / secondary special,Single / not married,Secretaries,0,House / apartment,Good,51013.47,0.0,2,2656.86,Employed,1
Female,58.6,39862.74,Working,24.8,Secondary / secondary special,Married,Realty agents,0,House / apartment,Good,81568.49,54363.0,2,3321.89,Employed,0
Female,65.1,125975.64,Working,0.0,Higher education,Married,Realty agents,1,House / apartment,Good,112666.17,0.0,0,10497.97,Retired,1
Male,23.7,64749.2,Working,2.0,Secondary / secondary special,Separated,High skill tech staff,0,House / apartment,Good,33430.58,15873.03,1,5395.77,Employed,1
Male,31.7,25141.1,Pensioner,0.0,Lower secondary,Married,Core staff,2,House / apartment,Good,15136.6,0.0,1,2095.09,Retired,1
Male,26.1,62506.02,Working,6.9,Secondary / secondary special,Married,IT staff,1,House / apartment,Bad,99137.11,107008.59,0,5208.83,Employed,0
Male,37.8,22614.53,Working,8.6,Secondary / secondary special,Married,Managers,0,House / apartment,Good,15614.99,15866.81,2,1884.54,Employed,1
Female,43.7,84233.29,Working,5.0,Higher education,Married,Private service staff,0,House / apartment,Good,185774.22,203451.59,4,7019.44,Employed,1
Female,60.7,38732.63,Commercial associate,7.6,Secondary / secondary special,Married,Core staff,1,House / apartment,Good,13530.83,0.0,2,3227.72,Employed,1
Male,55.1,46778.64,Pensioner,0.0,Secondary / secondary special,Married,Core staff,0,House / apartment,Good,8311.84,2.86,5,3898.22,Retired,0
Female,53.4,95120.36,Pensioner,0.0,Secondary / secondary special,Married,Waiters/barmen staff,1,House / apartment,Good,29687.81,32926.53,0,7926.7,Retired,1
